#  time, acc(x, y, z), gyro(x, y, z)
17.742495, -10.295067, 1.072602, -3.773262, 0.090547, 0.136354, 0.005326
17.746295, -10.323798, 0.967257, -3.821146, -0.003196, 0.076699, -0.043676
17.749960, -10.419566, 0.814029, -3.859453, -0.089482, 0.008522, -0.086286
17.753923, -10.630256, 0.708684, -3.869030, -0.167247, -0.069242, -0.122505
17.762327, -11.128249, 0.756568, -3.725378, -0.233293, -0.161920, -0.136354
17.766452, -11.262324, 0.823605, -3.533842, -0.298274, -0.238619, -0.132093
17.770038, -11.329363, 0.881066, -3.246537, -0.356864, -0.314253, -0.134223
17.774117, -11.520899, 0.900220, -2.853889, -0.394148, -0.377104, -0.134223
17.782482, -11.808203, 0.785298, -1.953669, -0.403735, -0.417584, -0.124636
17.786212, -11.932701, 0.766145, -1.522712, -0.395213, -0.426106, -0.104396
17.790139, -11.971008, 0.756568, -1.225831, -0.361125, -0.432497, -0.064981
17.794083, -12.047623, 0.785298, -1.015141, -0.298274, -0.431432, -0.057524
17.802473, -12.028469, 0.871489, -1.024718, -0.238619, -0.427171, -0.035154
17.806211, -11.961432, 0.890643, -1.216254, -0.189617, -0.426106, -0.020240
17.809867, -11.856087, 0.957681, -1.465251, -0.165116, -0.428236, -0.015979
17.814012, -11.865664, 0.986411, -1.810017, -0.147006, -0.445281, -0.011718
17.822432, -12.028469, 0.976834, -2.509123, -0.143811, -0.500674, -0.004261
17.826354, -12.172121, 0.986411, -2.681506, -0.162985, -0.601874, 0.019175
17.830109, -12.363658, 0.986411, -2.748544, -0.183225, -0.715858, 0.046872
17.834005, -12.478580, 1.005565, -2.643199, -0.209857, -0.837298, 0.091613
17.842416, -12.622231, 1.005565, -1.848324, -0.239684, -0.935302, 0.141680
17.846318, -12.488156, 1.101333, -1.254562, -0.240750, -0.977913, 0.201335
17.849713, -12.210428, 1.264138, -0.651223, -0.225836, -0.985370, 0.257794
17.853839, -11.923124, 1.436521, -0.095768, -0.183225, -0.955542, 0.269512
17.862022, -11.128249, 1.857901, 0.737414, -0.138484, -0.891626, 0.250337
17.866102, -10.706870, 2.030283, 0.957681, -0.099070, -0.784035, 0.185356
17.869891, -10.467450, 2.106898, 1.120486, -0.079895, -0.626375, 0.100135
17.873947, -10.314221, 2.135628, 1.130063, -0.068177, -0.428236, 0.013848
17.882331, -9.998186, 1.963245, 0.794875, -0.066046, -0.227967, -0.080960
17.886264, -9.911995, 1.857901, 0.440533, -0.039415, -0.063916, -0.152333
17.889689, -9.892841, 1.685518, -0.047884, 0.008522, 0.036219, -0.215183
17.893942, -9.969456, 1.426944, -0.689530, 0.076699, 0.043676, -0.269512
17.902337, -10.333375, 0.909797, -2.221819, 0.143811, -0.044741, -0.297209
17.905895, -10.601525, 0.670376, -2.892196, 0.173638, -0.201335, -0.279099
17.909819, -10.821792, 0.430956, -3.447650, 0.164051, -0.383495, -0.226901
17.913921, -11.089942, 0.325611, -3.677494, 0.120375, -0.590156, -0.127832
17.922281, -11.396400, 0.277727, -3.102885, 0.053263, -0.765925, -0.005326
17.926207, -11.271901, 0.325611, -2.451663, -0.010653, -0.869256, 0.112918
17.929775, -11.013328, 0.478840, -1.742979, -0.042611, -0.915062, 0.211988
17.933920, -10.649409, 0.766145, -1.034295, -0.038350, -0.910801, 0.300405
17.941986, -9.806650, 1.570596, -0.047884, 0.013848, -0.870321, 0.335558
17.945967, -9.471462, 2.078167, 0.258574, 0.104396, -0.828776, 0.330232
17.949798, -9.059659, 2.557007, 0.344765, 0.190682, -0.819188, 0.279099
17.953925, -8.714894, 2.997540, 0.402226, 0.243946, -0.827710, 0.174703
17.962124, -8.322245, 3.275268, 0.660800, 0.267381, -0.819188, 0.019175
17.966127, -8.063671, 3.246537, 0.871489, 0.250337, -0.731837, -0.157659
17.969775, -7.852982, 3.150769, 1.072602, 0.188552, -0.568851, -0.333428
17.973875, -7.690176, 2.834735, 1.244985, 0.113983, -0.344080, -0.490022
17.982115, -7.881712, 2.116474, 1.216254, 0.067112, -0.124636, -0.628506
17.986110, -8.159439, 1.704672, 0.995988, 0.056459, 0.042611, -0.721184
17.989598, -8.456321, 1.302446, 0.565032, 0.080960, 0.123571, -0.776578
17.993650, -8.791509, 0.967257, 0.009577, 0.137419, 0.126766, -0.798948
18.002079, -9.155427, 0.162806, -1.168370, 0.210922, 0.059655, -0.782969
18.006112, -9.385271, -0.220267, -1.752556, 0.264186, -0.038350, -0.736098
18.009739, -9.423578, -0.612916, -2.202666, 0.283360, -0.145941, -0.658333
18.013637, -9.414001, -0.938527, -2.700660, 0.256729, -0.262055, -0.569916
18.022061, -9.710882, -1.292869, -3.457227, 0.198139, -0.386691, -0.458064
18.025831, -9.768343, -1.369483, -3.581726, 0.123571, -0.513457, -0.334493
18.029496, -9.816227, -1.331176, -3.581726, 0.040480, -0.645550, -0.189617
18.033577, -9.883265, -1.149217, -3.399766, -0.019175, -0.784035, -0.051133
18.041687, -9.538500, -0.679953, -2.624045, -0.039415, -0.916127, 0.079895
18.045483, -9.270349, -0.354342, -2.183512, -0.012783, -1.034372, 0.170442
18.049484, -8.906430, -0.057461, -1.790863, 0.036219, -1.138768, 0.237554
18.053487, -8.532935, 0.191536, -1.541866, 0.093743, -1.236772, 0.245011
18.061643, -8.073248, 0.593762, -1.225831, 0.139550, -1.329450, 0.211988
18.065805, -8.063671, 0.641646, -1.216254, 0.148072, -1.428520, 0.156594
18.069425, -8.245630, 0.622492, -1.063026, 0.109722, -1.497762, 0.082025
18.073557, -8.446744, 0.517148, -0.775721, 0.036219, -1.525459, 0.029827
18.081768, -8.877700, 0.095768, 0.153229, -0.057524, -1.508414, 0.009587
18.085933, -9.126697, -0.162806, 0.737414, -0.126766, -1.461543, -0.002131
18.089398, -9.423578, -0.392649, 1.321599, -0.162985, -1.390170, 0.023436
18.093521, -9.749189, -0.536301, 1.944092, -0.148072, -1.297492, 0.080960
18.101931, -9.931149, -0.612916, 2.528277, -0.095874, -1.196292, 0.157659
18.105989, -9.768343, -0.517148, 2.729390, -0.023436, -1.083374, 0.236489
18.109403, -9.643845, -0.363919, 2.738967, 0.067112, -0.971521, 0.291882
18.113504, -9.576807, -0.143652, 2.595315, 0.143811, -0.887365, 0.315318
18.121447, -9.624691, 0.191536, 2.183512, 0.208792, -0.834102, 0.325971
18.125681, -9.557653, 0.239420, 2.154782, 0.248207, -0.776578, 0.332363
18.129543, -9.461885, 0.268151, 2.068590, 0.260990, -0.686030, 0.360059
18.133496, -9.423578, 0.402226, 1.915361, 0.291882, -0.576308, 0.395213
18.141675, -9.136273, 0.871489, 1.407791, 0.298274, -0.495348, 0.423975
18.145840, -8.858546, 1.149217, 1.024718, 0.336624, -0.464455, 0.419714
18.149310, -8.523358, 1.379060, 0.727837, 0.367516, -0.472977, 0.376038
18.153315, -8.322245, 1.580173, 0.363919, 0.371777, -0.509196, 0.302535
18.161831, -8.111555, 1.742979, -0.124498, 0.345146, -0.550742, 0.209857
18.165631, -8.178593, 1.685518, -0.239420, 0.294013, -0.580569, 0.128897
18.169493, -8.121132, 1.589750, -0.181959, 0.235423, -0.589091, 0.064981
18.173357, -8.092402, 1.532289, -0.047884, 0.191748, -0.607201, 0.004261
18.181588, -8.437167, 1.532289, 0.277727, 0.170442, -0.634898, -0.043676
18.185783, -8.379706, 1.522712, 0.363919, 0.152333, -0.686030, -0.094809
18.189251, -8.418014, 1.484405, 0.574608, 0.153398, -0.742489, -0.149137
18.193230, -8.532935, 1.446098, 0.746991, 0.122505, -0.766990, -0.205596
18.201582, -8.571242, 1.273715, 1.302446, 0.079895, -0.744620, -0.247141
18.205639, -8.456321, 1.216254, 1.618480, 0.030893, -0.689226, -0.288687
18.209209, -8.398860, 1.110910, 1.924938, -0.008522, -0.608266, -0.333428
18.213371, -8.465898, 1.005565, 2.126051, -0.044741, -0.531567, -0.379234
18.221541, -8.695741, 0.737414, 2.193089, -0.063916, -0.448476, -0.427171
18.225564, -8.772355, 0.584185, 2.202666, -0.075634, -0.368582, -0.462325
18.229399, -8.801085, 0.363919, 2.154782, -0.088417, -0.260990, -0.482565
18.233370, -8.820239, 0.210690, 1.924938, -0.107592, -0.172573, -0.480434
18.241194, -9.078813, -0.114922, 1.015141, -0.120375, -0.124636, -0.463390
18.245687, -9.174581, -0.306458, 0.593762, -0.124636, -0.136354, -0.445281
18.249358, -9.337387, -0.536301, 0.153229, -0.106526, -0.218379, -0.413323
18.253197, -9.653421, -0.679953, -0.095768, -0.102265, -0.341950, -0.356864
18.261680, -9.682152, -1.063026, -0.316035, -0.077764, -0.476173, -0.279099
18.265477, -9.758766, -1.206678, -0.268151, -0.047937, -0.611462, -0.199204
18.269147, -9.969456, -1.388637, -0.047884, -0.009587, -0.774447, -0.127832
18.273134, -10.026917, -1.513135, 0.277727, 0.012783, -0.875647, -0.025566
18.281110, -10.342952, -1.350330, 1.187524, 0.042611, -0.927845, 0.093743
18.285305, -10.381259, -1.130063, 1.695095, 0.070307, -0.951281, 0.219444
18.289302, -10.170568, -0.785298, 2.154782, 0.106526, -0.933172, 0.318514
18.293302, -9.758766, -0.469264, 2.384625, 0.134223, -0.877778, 0.368582
18.301114, -9.040505, 0.344765, 2.796427, 0.161920, -0.787230, 0.372843
18.305096, -8.743625, 0.727837, 2.815581, 0.187487, -0.684965, 0.345146
18.309264, -8.494628, 1.053449, 2.614468, 0.200270, -0.588026, 0.271642
18.313092, -8.379706, 1.244985, 2.336741, 0.181095, -0.513457, 0.170442
18.321445, -8.599973, 1.561020, 1.781286, 0.143811, -0.455933, 0.087352
18.325414, -8.647857, 1.723825, 1.455675, 0.071373, -0.407996, 0.010653
18.329050, -8.475474, 1.742979, 1.225831, -0.006392, -0.383495, -0.089482
18.333078, -8.370130, 1.752556, 1.187524, -0.105461, -0.368582, -0.186421
18.341573, -8.303091, 1.446098, 1.493982, -0.204531, -0.343015, -0.287621
18.345569, -8.322245, 1.197101, 1.781286, -0.279099, -0.306796, -0.369647
18.349212, -8.379706, 0.871489, 2.059013, -0.330232, -0.266316, -0.439954
18.353105, -8.513782, 0.469264, 2.221819, -0.320645, -0.206661, -0.481500
18.361208, -9.069236, -0.181959, 2.403779, -0.283360, -0.181095, -0.475108
18.365330, -9.260772, -0.488417, 2.499547, -0.214118, -0.215183, -0.441019
18.368993, -9.490616, -0.823605, 2.557007, -0.126766, -0.272708, -0.384560
18.373051, -9.873688, -1.043872, 2.710236, -0.063916, -0.324906, -0.278034
18.381138, -10.151415, -1.206678, 3.217807, -0.006392, -0.331297, -0.140615
18.385485, -10.141838, -0.976834, 3.399766, 0.036219, -0.286556, 0.010653
18.388953, -9.940725, -0.565032, 3.514688, 0.074569, -0.203466, 0.144876
18.393004, -9.452309, -0.019154, 3.524265, 0.099070, -0.118244, 0.230097
18.400943, -8.446744, 1.225831, 3.035848, 0.122505, -0.054328, 0.245011
18.405455, -8.149862, 1.819593, 2.748544, 0.138484, -0.011718, 0.210922
18.409114, -7.671022, 2.240973, 2.509123, 0.150202, 0.029827, 0.121440
18.417075, -7.211336, 2.863465, 1.838747, 0.140615, 0.067112, 0.007457
18.421497, -7.115568, 3.026271, 1.283292, 0.122505, 0.099070, -0.121440
18.425239, -6.981492, 3.093309, 0.737414, 0.088417, 0.068177, -0.265251
18.429102, -6.895301, 2.997540, 0.239420, 0.031958, -0.009587, -0.409062
18.436844, -7.479486, 2.403779, -0.258574, -0.067112, -0.121440, -0.552872
18.441427, -7.738060, 1.924938, -0.124498, -0.190682, -0.206661, -0.649811
18.445191, -8.044518, 1.379060, 0.239420, -0.320645, -0.247141, -0.719054
18.449061, -8.398860, 0.871489, 0.775721, -0.436758, -0.265251, -0.736098
18.456867, -8.906430, -0.038307, 2.193089, -0.477238, -0.294013, -0.716923
18.460851, -9.260772, -0.354342, 2.920926, -0.456998, -0.321710, -0.677508
18.465179, -9.672575, -0.565032, 3.754108, -0.380299, -0.313188, -0.584830
18.469001, -9.825804, -0.651223, 4.414908, -0.269512, -0.270577, -0.468716
18.477014, -9.624691, -0.411803, 5.104438, -0.131028, -0.181095, -0.351537
18.480807, -9.385271, -0.047884, 5.152322, -0.006392, -0.082025, -0.253533
18.485139, -9.088389, 0.306458, 5.037400, 0.116114, 0.007457, -0.201335
18.489005, -8.801085, 0.718261, 4.865018, 0.187487, 0.090547, -0.192813
18.496806, -8.331821, 1.388637, 4.232949, 0.219444, 0.178964, -0.224771
18.501333, -8.130709, 1.656788, 3.811569, 0.217314, 0.280165, -0.266316
18.505361, -7.948750, 1.838747, 3.323152, 0.190682, 0.385626, -0.329167
18.508963, -7.833828, 1.972822, 2.710236, 0.151268, 0.432497, -0.406931
18.516790, -7.690176, 1.972822, 1.742979, 0.121440, 0.431432, -0.502805
18.521349, -7.690176, 1.800440, 1.206678, 0.073503, 0.365386, -0.595483
18.525285, -7.843405, 1.522712, 0.871489, 0.019175, 0.284426, -0.680704
18.528752, -8.274361, 1.206678, 0.660800, -0.057524, 0.215183, -0.735032
18.536744, -8.389283, 0.450110, 0.737414, -0.120375, 0.165116, -0.746750
18.540915, -8.485051, 0.248997, 0.814029, -0.178964, 0.121440, -0.736098
18.545042, -8.724471, 0.086191, 0.909797, -0.199204, 0.071373, -0.716923
18.548712, -8.734048, -0.086191, 0.976834, -0.177899, -0.006392, -0.683900
18.556776, -8.829816, -0.421380, 1.082179, -0.140615, -0.095874, -0.664725
18.560903, -8.916007, -0.603339, 1.187524, -0.075634, -0.182160, -0.651942
18.565204, -8.944737, -0.833182, 1.216254, -0.023436, -0.260990, -0.611462
18.568864, -8.992621, -0.995988, 1.235408, 0.034088, -0.329167, -0.579504
18.576719, -9.289502, -1.369483, 1.446098, 0.089482, -0.431432, -0.541154
18.580758, -9.490616, -1.570596, 1.733402, 0.145941, -0.528371, -0.491087
18.585191, -9.557653, -1.752556, 2.039860, 0.172573, -0.616788, -0.430367
18.588858, -9.643845, -1.896208, 2.346318, 0.173638, -0.672182, -0.387756
18.596922, -10.093954, -2.001553, 3.524265, 0.136354, -0.671117, -0.325971
18.600816, -10.285490, -1.915361, 4.098873, 0.073503, -0.562460, -0.246076
18.604963, -10.256760, -1.714248, 4.644751, 0.011718, -0.388822, -0.144876
18.608617, -9.988609, -1.321599, 5.075707, -0.050067, -0.169377, -0.072438
18.616696, -8.916007, -0.258574, 5.295974, -0.091613, 0.037284, -0.039415
18.620607, -8.465898, 0.143652, 5.209783, -0.092678, 0.192813, -0.091613
18.625104, -8.130709, 0.344765, 4.989516, -0.074569, 0.332363, -0.191748
18.628774, -7.939173, 0.402226, 4.616021, -0.052198, 0.446346, -0.305731
18.636661, -8.054094, 0.268151, 3.265691, -0.068177, 0.526241, -0.417584
18.640565, -8.236053, 0.009577, 2.604892, -0.109722, 0.556068, -0.501740
18.644895, -8.408437, -0.296881, 2.126051, -0.183225, 0.561394, -0.549676
18.648563, -8.580819, -0.651223, 1.857901, -0.255663, 0.537959, -0.580569
18.656883, -8.868123, -1.321599, 1.513135, -0.312122, 0.488956, -0.582700
18.660725, -9.059659, -1.637634, 1.628057, -0.335558, 0.425041, -0.549676
18.665050, -9.097966, -1.953669, 1.790863, -0.317449, 0.352603, -0.500674
18.668518, -9.222465, -2.145205, 1.934515, -0.237554, 0.269512, -0.425041
18.676639, -9.433155, -2.394202, 1.972822, -0.132093, 0.159790, -0.336624
18.680507, -9.452309, -2.422932, 1.953669, 0.002131, 0.057524, -0.236489
18.685013, -9.394848, -2.394202, 1.838747, 0.141680, -0.031958, -0.134223
18.688475, -9.337387, -2.365471, 1.589750, 0.274838, -0.134223, -0.038350
18.696621, -8.963891, -2.202666, 1.082179, 0.388822, -0.232228, 0.044741
18.700473, -8.734048, -2.116474, 0.804452, 0.507066, -0.339819, 0.121440
18.704808, -8.590396, -2.039860, 0.459687, 0.595483, -0.445281, 0.174703
18.708666, -8.408437, -2.049437, 0.067038, 0.676443, -0.557133, 0.209857
18.716815, -8.082825, -2.250550, -0.775721, 0.735032, -0.690291, 0.230097
18.720425, -8.169016, -2.470816, -1.120486, 0.758468, -0.840494, 0.239684
18.724756, -8.283937, -2.719813, -1.407791, 0.773382, -0.998153, 0.270577
18.728620, -8.485051, -3.035848, -1.618480, 0.768056, -1.140898, 0.329167
18.736768, -8.322245, -3.629610, -2.240973, 0.745685, -1.297492, 0.409062
18.740616, -8.724471, -3.677494, -2.518700, 0.690291, -1.480718, 0.508131
18.744384, -8.916007, -3.687071, -2.614468, 0.602940, -1.682052, 0.628506
18.748584, -8.973468, -3.533842, -2.547431, 0.464455, -1.836516, 0.773382
18.756595, -8.226477, -2.844312, -2.039860, 0.289752, -1.951564, 0.905475
18.760572, -7.738060, -2.260126, -1.608904, 0.101200, -2.064482, 0.998153
18.764704, -7.718906, -1.561020, -1.005565, -0.108657, -2.199771, 1.026915
18.768570, -7.613562, -0.967257, -0.057461, -0.322775, -2.316950, 1.017328
18.776547, -6.914454, -0.067038, 2.499547, -0.573112, -2.302037, 0.966195
18.780531, -6.799533, 0.402226, 3.830723, -0.823449, -2.104963, 0.885235
18.784529, -6.234501, 0.670376, 5.085284, -1.036502, -1.764078, 0.771251
18.788326, -5.468357, 0.900220, 6.062119, -1.202684, -1.331581, 0.611462
18.796393, -5.046977, 1.015141, 6.952762, -1.286839, -0.883104, 0.405866
18.800492, -5.315128, 0.766145, 6.847417, -1.303884, -0.499609, 0.188552
18.804495, -5.880159, 0.344765, 6.397307, -1.244229, -0.224771, 0.006392
18.808285, -6.464345, -0.296881, 5.640739, -1.157942, -0.069242, -0.112918
18.816724, -7.402872, -1.580173, 3.418920, -1.084439, 0.008522, -0.137419
18.820279, -7.603985, -2.097321, 2.250550, -1.064199, 0.037284, -0.118244
18.824607, -7.671022, -2.537854, 1.235408, -1.089766, 0.005326, -0.054328
18.828278, -7.881712, -2.882619, 0.306458, -1.134507, -0.090547, 0.037284
18.836518, -8.437167, -3.246537, -0.727837, -1.185639, -0.248207, 0.156594
18.840235, -8.437167, -3.227384, -0.718261, -1.213336, -0.425041, 0.312122
18.844242, -8.159439, -3.150769, -0.536301, -1.196292, -0.599744, 0.469782
18.848434, -7.776367, -2.968810, -0.239420, -1.113201, -0.765925, 0.596548
18.856708, -7.249643, -2.317587, 0.287304, -0.982174, -0.948085, 0.697748
18.860227, -6.962338, -1.944092, 0.430956, -0.811732, -1.129180, 0.776578
18.864396, -6.598420, -1.580173, 0.497994, -0.637028, -1.312406, 0.818123
18.868390, -6.397307, -1.206678, 0.430956, -0.513457, -1.496696, 0.827710
18.876668, -6.263232, -0.622492, 0.737414, -0.450607, -1.688444, 0.829841
18.880384, -6.359000, -0.478840, 1.254562, -0.443150, -1.832255, 0.819188
18.884517, -6.359000, -0.497994, 2.011129, -0.497478, -1.935585, 0.812797
18.888178, -6.502652, -0.545878, 2.882619, -0.595483, -1.979261, 0.806405
18.896450, -7.086837, -0.670376, 5.439626, -0.732902, -1.892975, 0.825580
18.900149, -6.933608, -0.670376, 6.512228, -0.867125, -1.660747, 0.866060
18.904546, -6.540959, -0.603339, 7.402872, -0.991761, -1.316667, 0.901214
18.908338, -6.253655, -0.440533, 8.082825, -1.071656, -0.895887, 0.928911
18.916641, -5.755661, 0.153229, 8.255207, -1.116397, -0.511327, 0.928911
18.920300, -5.592855, 0.517148, 7.996634, -1.072721, -0.258859, 0.913997
18.924105, -5.535394, 0.814029, 7.613562, -0.961934, -0.127832, 0.871386
18.928098, -5.439626, 0.995988, 7.038953, -0.814927, -0.091613, 0.811732
18.936292, -5.248090, 1.082179, 5.659893, -0.655138, -0.111853, 0.737163
18.940264, -5.267244, 1.015141, 4.951209, -0.512392, -0.165116, 0.664725
18.944287, -5.343858, 0.900220, 4.280833, -0.421845, -0.234358, 0.610397
18.948254, -5.439626, 0.689530, 3.600879, -0.374973, -0.322775, 0.569916
18.956596, -5.736507, 0.220267, 2.576161, -0.367516, -0.426106, 0.547546
18.960236, -5.966351, 0.076614, 2.384625, -0.396278, -0.542220, 0.566721
18.964377, -6.100426, 0.038307, 2.375048, -0.414388, -0.666856, 0.610397
18.968239, -6.033388, 0.076614, 2.566584, -0.435693, -0.784035, 0.659399
18.976515, -5.736507, 0.363919, 3.562572, -0.420779, -0.884169, 0.696683
18.980158, -5.497087, 0.565032, 4.098873, -0.374973, -0.947020, 0.724380
18.984207, -5.228937, 0.756568, 4.616021, -0.275903, -0.970456, 0.711597
18.988003, -5.104438, 0.900220, 4.960786, -0.160855, -0.987500, 0.671117
18.996508, -5.190629, 1.072602, 5.295974, -0.024501, -0.990696, 0.628506
18.999989, -5.267244, 1.110910, 5.142745, 0.076699, -0.959803, 0.589091
19.004166, -5.257667, 1.158794, 4.912902, 0.132093, -0.911866, 0.560329
19.007961, -5.181053, 1.177947, 4.625597, 0.127832, -0.888431, 0.523045
19.016468, -5.410896, 1.110910, 4.367024, 0.070307, -0.874582, 0.466586
19.020153, -5.621585, 0.967257, 4.491522, -0.026632, -0.841559, 0.420779
19.024149, -5.746084, 0.756568, 4.750096, -0.156594, -0.756338, 0.413323
19.028146, -5.861006, 0.641646, 5.075707, -0.288687, -0.642354, 0.427171
19.036424, -5.851429, 0.699107, 5.679047, -0.392017, -0.525175, 0.447411
19.040112, -5.774815, 0.823605, 5.975927, -0.468716, -0.406931, 0.463390
19.044102, -5.592855, 0.967257, 6.167464, -0.501740, -0.299339, 0.472977
19.047908, -5.497087, 1.139640, 6.234501, -0.482565, -0.240750, 0.459129
19.056442, -5.449203, 1.551443, 6.311116, -0.442085, -0.218379, 0.439954
19.059907, -5.391742, 1.714248, 6.339846, -0.400539, -0.220510, 0.415453
19.064064, -5.334281, 1.857901, 6.426037, -0.350472, -0.202400, 0.385626
19.067863, -5.161899, 1.963245, 6.473921, -0.322775, -0.176834, 0.344080
19.076474, -4.951209, 2.126051, 6.694188, -0.292948, -0.156594, 0.299339
19.080102, -5.008670, 2.154782, 6.866570, -0.245011, -0.157659, 0.246076
19.084057, -5.152322, 2.078167, 7.067683, -0.198139, -0.180030, 0.182160
19.088051, -5.295974, 1.963245, 7.450756, -0.124636, -0.188552, 0.133158
19.096427, -5.602432, 1.704672, 8.044518, -0.063916, -0.172573, 0.096939
19.099990, -5.698200, 1.637634, 8.360553, -0.007457, -0.108657, 0.075634
19.104037, -5.822699, 1.618480, 8.513782, 0.044741, -0.030893, 0.059655
19.108000, -5.870583, 1.618480, 8.657434, 0.071373, 0.059655, 0.034088
19.116413, -5.602432, 1.580173, 8.906430, 0.099070, 0.168312, 0.008522
19.119940, -5.506664, 1.532289, 9.050082, 0.123571, 0.272708, -0.036219
19.123992, -5.554548, 1.379060, 9.155427, 0.158724, 0.381365, -0.071373
19.127741, -5.707777, 1.254562, 9.212888, 0.193878, 0.503870, -0.102265
19.136369, -5.774815, 1.043872, 9.078813, 0.250337, 0.635963, -0.117179
19.139929, -5.755661, 0.948104, 8.858546, 0.301470, 0.759534, -0.115049
19.144024, -5.707777, 0.967257, 8.523358, 0.355798, 0.870321, -0.133158
19.147935, -5.726931, 0.938527, 8.121132, 0.401605, 0.941694, -0.138484
19.156419, -5.841852, 0.948104, 7.517793, 0.450607, 0.985370, -0.149137
19.159826, -5.813122, 0.871489, 7.278373, 0.490022, 1.039698, -0.151268
19.163916, -5.793968, 0.842759, 7.048530, 0.521980, 1.099353, -0.147006
19.167686, -5.813122, 0.900220, 6.761226, 0.565655, 1.144094, -0.151268
19.176366, -5.688623, 1.024718, 5.985504, 0.611462, 1.169660, -0.167247
19.179858, -5.544971, 1.091756, 5.554548, 0.649811, 1.162203, -0.191748
19.183922, -5.468357, 1.139640, 5.181053, 0.680704, 1.148355, -0.224771
19.187880, -5.410896, 1.139640, 4.817134, 0.696683, 1.121723, -0.263120
19.196156, -5.468357, 1.082179, 4.232949, 0.691357, 1.079113, -0.316384
19.199905, -5.612009, 1.072602, 4.060566, 0.684965, 1.022654, -0.343015
19.203792, -5.736507, 1.053449, 3.916914, 0.688161, 0.955542, -0.376038
19.207912, -5.765238, 1.015141, 3.907337, 0.672182, 0.893757, -0.403735
19.216116, -5.784391, 0.900220, 4.060566, 0.663660, 0.840494, -0.428236
19.219602, -5.774815, 0.823605, 4.223372, 0.654072, 0.808536, -0.462325
19.223737, -5.765238, 0.718261, 4.434062, 0.644485, 0.792557, -0.495348
19.227697, -5.832275, 0.622492, 4.711789, 0.626375, 0.806405, -0.531567
19.236073, -6.014235, 0.373495, 5.152322, 0.616788, 0.829841, -0.549676
19.239825, -6.215348, 0.344765, 5.468357, 0.624245, 0.875647, -0.570982
19.243686, -6.004658, 0.201113, 5.621585, 0.644485, 0.945955, -0.572047
19.247861, -6.052542, 0.172383, 5.765238, 0.682835, 1.036502, -0.572047
19.256272, -5.851429, 0.038307, 5.525817, 0.713727, 1.111071, -0.579504
19.259772, -5.822699, -0.019154, 5.276821, 0.743555, 1.172856, -0.589091
19.263518, -5.937620, -0.019154, 4.960786, 0.766990, 1.218663, -0.598679
19.267536, -6.186617, 0.067038, 4.568137, 0.777643, 1.222924, -0.592287
19.275757, -6.770802, 0.306458, 3.792415, 0.759534, 1.198422, -0.569916
19.279692, -6.675035, 0.402226, 3.600879, 0.727576, 1.153681, -0.542220
19.283725, -6.320693, 0.526724, 3.476381, 0.698813, 1.112136, -0.533697
19.287586, -6.052542, 0.699107, 3.409343, 0.659399, 1.078048, -0.559264
19.295981, -5.583278, 0.852336, 3.351882, 0.627441, 1.034372, -0.610397
19.299651, -5.487510, 0.785298, 3.380613, 0.613592, 0.996022, -0.675378
19.303495, -5.525817, 0.708684, 3.409343, 0.610397, 0.949151, -0.737163
19.307628, -5.592855, 0.593762, 3.428497, 0.635963, 0.886300, -0.792557
19.316168, -5.746084, 0.287304, 3.438074, 0.646616, 0.817058, -0.830906
19.319559, -5.803545, 0.067038, 3.447650, 0.648746, 0.760599, -0.862864
19.323611, -5.899313, -0.172383, 3.524265, 0.629571, 0.729706, -0.884169
19.327552, -5.956774, -0.430956, 3.629610, 0.610397, 0.730771, -0.896953
19.336124, -6.272809, -0.842759, 3.696647, 0.592287, 0.739294, -0.885235
19.339631, -6.703765, -0.995988, 3.715801, 0.583765, 0.782969, -0.879908
19.343648, -7.153875, -1.168370, 3.620033, 0.583765, 0.829841, -0.841559
19.347557, -7.489063, -1.283292, 3.457227, 0.597613, 0.884169, -0.779774
19.356137, -7.948750, -1.244985, 2.777274, 0.610397, 0.920388, -0.705205
19.359495, -7.766790, -1.149217, 2.355895, 0.621049, 0.932106, -0.622114
19.363551, -7.460332, -0.976834, 2.059013, 0.614658, 0.915062, -0.582700
19.371483, -7.010222, -0.679953, 1.130063, 0.576308, 0.890561, -0.576308
19.376087, -7.010222, -0.612916, 0.727837, 0.507066, 0.850081, -0.612527
19.379572, -7.029376, -0.517148, 0.325611, 0.389887, 0.800014, -0.654072
19.383568, -7.125144, -0.497994, 0.105345, 0.241815, 0.725445, -0.707336
19.391472, -7.393295, -0.593762, 0.287304, 0.056459, 0.656203, -0.756338
19.395830, -7.441179, -0.785298, 0.670376, -0.143811, 0.629571, -0.801079
19.399445, -7.354988, -1.005565, 1.369483, -0.328101, 0.642354, -0.820254
19.403542, -7.354988, -1.235408, 2.126051, -0.449542, 0.683900, -0.839428
19.411518, -7.326257, -1.752556, 3.715801, -0.493217, 0.728641, -0.835167
19.416027, -7.335834, -2.078167, 4.472369, -0.436758, 0.776578, -0.814927
19.419494, -7.412448, -2.394202, 5.104438, -0.272708, 0.803209, -0.768056
19.423253, -7.479486, -2.729390, 5.487510, -0.051133, 0.820254, -0.707336
19.427289, -7.632715, -2.997540, 5.841852, 0.205596, 0.826645, -0.614658
19.435564, -8.446744, -3.457227, 6.081272, 0.463390, 0.847950, -0.493217
